Товар,Код товара,Цена
Икра Лунское море деликат. крем/соус с аром. коп. лосося 170г ст/б,Ц0159543,141.11
Икра Лунское море из лососевых рыб сл/сол. имит. 200г ст/б,Ц0159539,78.09
Икра Лунское море из осетр. рыб сл/сол. имит. 200г ст/б,Ц0159540,80.54
Икра минтай Русское море деликатесная Люкс Дальневосточная 130г ж/б,Ц0111229,155.5
Икра минтая Русский рыбный мир 130г,Ц0101712,87.16
Икра минтая Сокровища Океана нат. 120г ж/б РЦ,Ц0170813,98.26
Икра мойвы Санта Бремор с копч лососем 180г ст/б,008238,169.63
Икра Осетровая зернистая 50г ст/б РЦ,Ц0173691,3266.86
Икра Русское море деликатесная подкопченая 165г,Ц0172999,148.46
Икра Русское море деликатесная с креветкой 165г,Ц0154054,165.79
Икра Русское море деликатесная с лососем 165г,Ц0154053,164.9
Икра Русское море Стольная лосось имит пастер 230г ст/б,Ц0171597,132.58
Икра Русское море Стольная осетр имит пастер 230г ст/б,Ц0171598,119.61
Икра Русское Чудо лососевая иск 120г ж/б,Ц0138987,233.89
Икра сазана Лунское море нат. 120г ж/б,Ц0159531,107.25
Икра сига Лунское море деликат. 120г ж/б РЦ,Ц0164786,128.43
Икра Сказка лососевая иск 450г ведро GL,Ц0148579,153.48
Икра Сокровища океана из лососевых рыб имит. 450г п/б,Ц0159541,95.65
Икра судака Лунское море нат. 120г ж/б,Ц0159532,110.88
Икра Тайна океана красная 150г п/б РЦ,Ц0176261,61.41
Икра Тайна океана черная 150г п/б РЦ,Ц0176262,67.6
Икра трески Лунское море Creme bruschetta творож.зел.паприка 135г РЦ,Ц0170709,150.48
Икра трески Русский рыбный мир 130г,Ц0147864,88.18
Икра трески Русское море деликатесная Люкс Классическая 130г ж/б,Ц0173001,179.76
Икра трески Санта Бремор Люкс 130г ж/б,Ц0127445,159.83
Икра трески Сокровища Океана нат. 120г ж/б РЦ,Ц0170703,98.47
Икра форели Рыбный день м/сол. 100г ст/б,Ц0157458,339.95
Икра форели Рыбный день м/сол. 220г ст/б,Ц0181218,477.2
Икра форели Эфтар 200г п/б,Ц0140541,661.74
Икра царская лососевая иск 220гр GL,Ц0149330,153
Икра царская осетровая иск 220г ст/б,Ц0151655,155.51
Кальмар солено-сушеный со вкусом краба вес РЦ,Ц0164427,1374.91
Кальмар сушеный полукольца вес РЦ,Ц0164428,1580.34
Кальмар Vici филе-соломка марин. в масле с прян. охл. 200г,Ц0175411,227.87
Капуста морская в маринаде Vici Любо Есть 150г,Ц0139472,66.07
Капуста морская в маринаде Vici Сила Сахалина 450г,Ц0167407,145.32
Капуста морская Русское море классич марин 200г,Ц0154040,57.2
Капуста морская Русское море классич марин 450г,Ц0173002,140
Капуста морская Vici в маринаде 240г,Ц0147144,88.92
Капуста морская Vici По-корейски в маринаде 150г в/у,Ц0139473,54.44
Коктейль Лунское море мидии/кальмар щупальца в масле 180г п/б РЦ,Ц0159547,185.01
Коктейль Лунское море мидии/кальмар щупальца в рассоле 180г п/б РЦ,Ц0159546,165.69
Коктейль Vici Любо Есть из морепрод в масле 200г,Ц0139467,405
Крабовые палочки Снежный краб имитация из сурими охл 250г,Ц0148598,304.24
Крабовые палочки Vici охлажденные 200г,Ц0147143,185.23
Креветки Vici Любо Есть в рассоле 200г п/б,Ц0148601,159.51
Крем кальмар Лунское море 180г п/б,Ц0159550,105.4
Крем крабовый Лунское море 180г п/б РЦ,Ц0170711,110.04
Масло лососевое Санта Бремор Бутербродное 100г п/б,Ц0181365,60.12
Мидии Лунское море в масле 180г п/б,Ц0159554,136.21
Мидии Лунское море в рассоле 180г п/б,Ц0159555,119.52
Мидии Vici Любо Есть в масле 200г,Ц0139471,247.65
Мясо креветки Санта Бремор заливке 180г в/у,Ц0181364,222.77
Мясо мидии Санта Бремор в чилийской заливке 180г в/у,Ц0181363,120.33
Паста Санта Бремор Антарктик-криль классич 150г п/б,Ц0131446,117.08
Паста Санта Бремор Антарктик-криль слив/чесн 150г п/б,Ц0131448,113.75
Пресерва Балтийский берег килька пряного посола 400г,Ц0173466,155.13
Пресерва Вилби Сельдь Норвежская 190г РЦ,Ц0140939,128.87
Пресерва Вилби Сельдь Норвежская отбор в масле 190г РЦ,Ц0154906,158.47
Пресерва Вилби Сельдь Норвежская отбор уксус масло 190г РЦ,Ц0154907,157.73
Пресерва Матиас сельдь Оригинал в масле 250г в/у,001486,169.53
Пресерва Матиас сельдь Отборный в масле 260г ст/б,Ц0170382,195.19
Пресерва Матиас сельдь с аром дыма в масле 250г в/у,Ц0136286,169.53
Пресерва Матиас сельдь с приправами в масле 250г в/у,001487,170.06
Пресерва Океан из морской капусты 180г п/б РЦ,Ц0180149,83.28
Пресерва Океан сельдь в горчичном соусе 180г п/б РЦ,Ц0180150,92.66
Пресерва Океан сельдь в масле 180г п/б РЦ,Ц0180145,92.47
Пресерва Океан сельдь в масле 240г п/б РЦ,Ц0181223,107.34
Пресерва Океан сельдь в масле с дымком 240г п/б РЦ,Ц0181224,103.34
Пресерва Океан сельдь в масле с укропом 180г п/б РЦ,Ц0180148,93.87
Пресерва Океан сельдь в масле со специями 240г п/б РЦ,Ц0181225,102.58
Пресерва Океан сельдь с дымком 180г п/б РЦ,Ц0180146,93.84
Пресерва Океан сельдь с лимонным перцем 180г п/б РЦ,Ц0180151,87.33
Пресерва Океан сельдь со специями 180г п/б РЦ,Ц0180147,87.1
Пресерва Русское море Сельдь филе слабосол в масле 230г в/у,Ц0154037,147.52
Пресерва Рыбак сельдь гусарская копченая 180г,Ц0134954,126.52
Пресерва Рыбак сельдь пряного посола народная 165 г,Ц0110540,124.35
Пресерва Сельдь Советская в масле 350г,Ц0140368,207.5
Пресерва Сельдь Vici Аппетитная в масле 400г п/б,Ц0160014,274.14
Пресерва Сельдь Vici Лимонный перец с прян в масле 400г п/б,Ц0160013,281.74
Пресерва Сельдь Vici Оригинальная в масле 400г п/б,Ц0169356,286.35
Пресерва Сельдь Vici Царская с укроп в масле 400г п/б,Ц0169355,287.91
Пресервы Вилби Отборные 200г квадратн п/б РЦ,Ц0114099,124.68
Пресервы Вилби Отборные 200г кругл п/б РЦ,008199,132.91
Риет Лунское море лососевый с вялен томатами 100г РЦ,Ц0162500,99.98
Риет Лунское море лососевый творожный 100г РЦ,Ц0170710,89.96
Рыба Анчоус солено-сушеный вес РЦ,Ц0164419,1082.12
Рыба Вилби Лещ вяленый вес,008168,399.03
Рыба Вилби Лещ копчёный вес,008169,439.98
Рыба Вилби Сельдь копчёная вес,008180,247.17
Рыба Вилби Сельдь соленая Тихоокеанская вес,Ц0115554,237.65
Рыба Вилби Скумбрия копчёная потрошенная вес,008189,832.77
Рыба Европром рубленая горбуш/скумб копчен 180г ст/б,Ц0148578,197.48
Рыба Европром рубленая горбуш/скумб с чесн 180г ст/б,Ц0151654,192.75
Рыба Желтый полосатик солено-сушеный вес РЦ,Ц0164420,1546.91
Рыба Океан сельдь слабосол вес в/у РЦ,Ц0180161,168.02
Рыба Океан сельдь х/к вес в/у РЦ,Ц0181229,178.45
Рыба Океан скумбрия х/к вес в/у РЦ,Ц0180158,597.69
Рыба Океан тунец филе со специями х/к вес в/у РЦ,Ц0180160,1774.83
Рыба Океан форель филе х/к вес в/у РЦ,Ц0180159,1202.42
Рыба Паутина семги сушено-вяленая вес РЦ,Ц0164429,1148.22
Рыба Таранка солено-сушеная с перцем вес РЦ,Ц0164424,1092
Рыба Треска солено-сушеная с перцем вес РЦ,Ц0164423,830.21
Рыба Треска сушеная нарезка вес РЦ,Ц0164421,1089.91
Рыба Тунец солено-сушеный c перцем вес РЦ,Ц0166733,1116.97
Рыба Тунец соломка сушен вес РЦ,Ц0175297,1009.68
Рыба Форель вяленая вес Рыбный день,Ц0152753,828.11
Рыба Форель копчёная вес Рыбный день,Ц0150585,940.94
Рыба Форель стейк вяленая вес в/у Рыбный день,Ц0177036,1039.82
Рыба Форель стейк копчёная вес Рыбный день,Ц0150586,1042.65
Рыба Чебачок вяленая 100г,Ц0150579,88
Рыба Щука солено-сушеная вес РЦ,Ц0164422,1254.55
Рыба Эфтар Форель горяч копчен вес в/у,Ц0173709,1061.94
Рыба Эфтар Форель ломтики копч 100г в/у,Ц0168295,287.63
Рыба Эфтар Форель соломка солен 100г в/у,Ц0150594,172.77
Рыба Эфтар Форель филе кусок копчен 180 г в/у,Ц0150589,400.7
Рыба Эфтар Форель филе-кусок солен 180 г в/у,Ц0150591,396.76
Рыба Эфтар Форель чипсы солен 100г в/у,Ц0150596,175.62
Рыба Янтарная сушеная с перцем вес РЦ,Ц0169263,1238.88
Салат Царица морей Витаминный из морской капусты 230г п/б РЦ,Ц0176263,80.31
Салат чука Лунское море морские водоросли марин 180г РЦ,Ц0172866,32.5
Сельдь Vici Аппетитная филе копч в масле с пряностями 200г,Ц0162275,209.34
Сельдь Vici Традиционная в масле 240г,Ц0127401,161.55
Скумбрия Vici холодного копчения б/г 480г,Ц0152187,489.23
